Name,URL of sub-project,Contributors,# of test files,# of test units,# of test units with mocks,Total # of more than one class mocked per test,Mocks of other mocks
opennms/opennms,"https://github.com/opennms/opennms/tree/master/core/ipc/rpc/utils/
",100,2,9,1,1,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/core/ipc/sink/common/
",100,2,9,4,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/alarms/history/elastic/
",100,3,3,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/collection/thresholding/impl/
",100,4,76,8,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/collection/thresholding/itests/
",100,0,0,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/distributed/coordination/zookeeper/
",100,2,2,1,1,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/flows/rest/impl/
",100,2,5,1,1,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/graph/provider/application/
",100,3,9,1,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/minion/heartbeat/consumer/
",100,0,0,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/topologies/service/api/
",100,0,0,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/topology-map/plugins/org.opennms.features.topology.plugins.topo.history/
",100,1,2,1,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/topology-map/plugins/org.opennms.features.topology.plugins.topo.linkd/
",100,4,18,9,8,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/topology-map/plugins/org.opennms.features.topology.plugins.topo.pathoutage/
",100,1,1,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/core/ipc/sink/kafka/itests/
",100,1,1,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/core/ipc/twin/grpc/itests/
",100,0,0,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/core/ipc/twin/kafka/itests/
",100,0,0,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/enlinkd/adapters/updaters/nodes/
",100,0,0,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/telemetry/protocols/bmp/adapter/
",100,4,15,1,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/telemetry/protocols/bmp/parser/
",100,2,4,0,0,0
opennms/opennms,"https://github.com/opennms/opennms/tree/master/features/telemetry/protocols/netflow/parser/
",100,13,59,0,0,0
openrock/openam,"https://github.com/openrock/openam/tree/master/openam-core/
",35,154,707,329,91,8
openrock/openam,"https://github.com/openrock/openam/tree/master/openam-datastore/
",35,5,73,0,0,0
openrock/openam,"https://github.com/openrock/openam/tree/master/openam-entitlements/
",35,62,450,178,95,0
openrock/openam,"https://github.com/openrock/openam/tree/master/openam-oauth2/
",35,5,39,25,9,4
openrock/openam,"https://github.com/openrock/openam/tree/master/openam-rest/
",35,33,202,98,56,0
openrock/openam,"https://github.com/openrock/openam/tree/master/openam-restlet/
",35,2,5,2,2,0
openrock/openam,"https://github.com/openrock/openam/tree/master/openam-scripting/
",35,28,188,47,2,0
openrock/openam,"https://github.com/openrock/openam/tree/master/openam-selfservice/
",35,4,8,4,2,0
openrock/openam,"https://github.com/openrock/openam/tree/master/openam-shared/
",35,42,197,20,2,0
openrock/openam,"https://github.com/openrock/openam/tree/master/openam-uma/
",35,19,180,112,69,0
openrock/openam,"https://github.com/openrock/openam/tree/master/openam-authentication/openam-auth-common/
",35,2,18,11,7,0
openrock/openam,"https://github.com/openrock/openam/tree/master/openam-authentication/openam-auth-device-id/
",35,3,10,6,0,0
openrock/openam,"https://github.com/openrock/openam/tree/master/openam-authentication/openam-auth-oidc/
",35,3,9,0,0,0
openrock/openam,"https://github.com/openrock/openam/tree/master/openam-authentication/openam-auth-persistentcookie/
",35,1,18,11,10,0
openrock/openam,"https://github.com/openrock/openam/tree/master/openam-oauth2-common/oauth2-core/
",35,18,110,71,52,0
openrock/openam,"https://github.com/openrock/openam/tree/master/openam-oauth2-common/oauth2-restlet/
",35,7,29,11,8,0
openrock/openam,"https://github.com/openrock/openam/tree/master/openam-oauth2-common/openid-connect-core/
",35,3,11,11,5,0
openrock/openam,"https://github.com/openrock/openam/tree/master/openam-sts/openam-common-sts/
",35,5,11,0,0,0
openrock/openam,"https://github.com/openrock/openam/tree/master/openam-sts/openam-rest-sts/
",35,3,11,0,0,0
openrock/openam,"https://github.com/openrock/openam/tree/master/openam-sts/openam-token-service-sts/
",35,17,26,7,2,0
openrock/openam,"https://github.com/openrock/openam/tree/master/openam-tools/build-helper-plugin/
",35,4,9,7,5,0
openrock/openam,"https://github.com/openrock/openam/tree/master/openam-tools/openam-license-core/
",35,5,36,4,1,0
openrock/openam,"https://github.com/openrock/openam/tree/master/openam-tools/openam-license-manager-cli/
",35,1,3,2,0,0
openrock/openam,"https://github.com/openrock/openam/tree/master/openam-tools/openam-license-servlet/
",35,1,7,3,0,0
openrock/openam,"https://github.com/openrock/openam/tree/master/openam-sts/openam-soap-sts/openam-soap-sts-server/
",35,7,19,11,10,0
opensecuritycontroller/osc-core,"https://github.com/opensecuritycontroller/osc-core/tree/master/osc-rest-server/
",9,2,5,0,0,0
opensecuritycontroller/osc-core,"https://github.com/opensecuritycontroller/osc-core/tree/master/osc-server/
",9,105,424,95,21,0
opentosca/winery,"https://github.com/opentosca/winery/tree/master/org.eclipse.winery.repository/
",52,36,164,3,0,0
opentosca/winery,"https://github.com/opentosca/winery/tree/master/org.eclipse.winery.model/org.eclipse.winery.model.tosca.xml/
",52,1,1,0,0,0
opentracing-contrib/java-redis-client,"https://github.com/opentracing-contrib/java-redis-client/tree/master/opentracing-redis-spring-data/
",15,0,0,0,0,0
opentracing-contrib/java-redis-client,"https://github.com/opentracing-contrib/java-redis-client/tree/master/opentracing-redis-spring-data2/
",15,5,201,3,1,0
openvidu/openvidu,"https://github.com/openvidu/openvidu/tree/master/openvidu-client/
",27,1,1,1,0,0
openvidu/openvidu,"https://github.com/openvidu/openvidu/tree/master/openvidu-server/
",27,6,18,0,0,0
openzipkin-contrib/brave-opentracing,"https://github.com/openzipkin-contrib/brave-opentracing/tree/master/src/it/opentracing-0.33/
",14,4,1,0,0,0
openzipkin/brave,"https://github.com/openzipkin/brave/tree/master/brave/
",94,77,856,26,0,0
openzipkin/brave,"https://github.com/openzipkin/brave/tree/master/instrumentation/jersey-server/
",94,6,27,1,0,0
openzipkin/brave,"https://github.com/openzipkin/brave/tree/master/instrumentation/spring-webmvc/
",94,4,18,6,1,0
openzipkin/brave,"https://github.com/openzipkin/brave/tree/master/instrumentation/jms/src/it/jms11/
",94,0,0,0,0,0
openzipkin/brave,"https://github.com/openzipkin/brave/tree/master/instrumentation/spring-webmvc/src/it/servlet25/
",94,0,0,0,0,0
openzipkin/brave,"https://github.com/openzipkin/brave/tree/master/instrumentation/spring-webmvc/src/it/spring25/
",94,0,0,0,0,0
ops4j/org.ops4j.pax.jdbc,"https://github.com/ops4j/org.ops4j.pax.jdbc/tree/master/pax-jdbc-config/
",36,4,20,6,4,0
ops4j/org.ops4j.pax.jdbc,"https://github.com/ops4j/org.ops4j.pax.jdbc/tree/master/pax-jdbc-pool-dbcp2/
",36,3,5,3,2,0
ops4j/org.ops4j.pax.jdbc,"https://github.com/ops4j/org.ops4j.pax.jdbc/tree/master/pax-jdbc-pool-hikaricp/
",36,1,1,1,1,0
ops4j/org.ops4j.pax.jdbc,"https://github.com/ops4j/org.ops4j.pax.jdbc/tree/master/pax-jdbc-pool-narayana/
",36,2,4,3,2,0
ops4j/org.ops4j.pax.logging,"https://github.com/ops4j/org.ops4j.pax.logging/tree/master/pax-logging-api/
",37,5,11,5,1,0
ops4j/org.ops4j.pax.logging,"https://github.com/ops4j/org.ops4j.pax.logging/tree/master/pax-logging-logback/
",37,6,12,7,4,0
ops4j/org.ops4j.pax.url,"https://github.com/ops4j/org.ops4j.pax.url/tree/master/pax-url-aether/
",25,28,131,0,0,0
ops4j/org.ops4j.pax.web,"https://github.com/ops4j/org.ops4j.pax.web/tree/master/pax-web-extender-whiteboard/
",56,1,1,0,0,0
ops4j/org.ops4j.pax.web,"https://github.com/ops4j/org.ops4j.pax.web/tree/master/pax-web-jetty/
",56,5,21,0,0,0
ops4j/org.ops4j.pax.web,"https://github.com/ops4j/org.ops4j.pax.web/tree/master/pax-web-undertow/
",56,6,28,0,0,0
ops4j/org.ops4j.pax.web,"https://github.com/ops4j/org.ops4j.pax.web/tree/master/pax-web-resources/pax-web-resources-extender/
",56,1,3,2,0,0
ops4j/org.ops4j.pax.web,"https://github.com/ops4j/org.ops4j.pax.web/tree/master/pax-web-resources/pax-web-resources-jsf/
",56,0,0,0,0,0
ops4j/org.ops4j.pax.wicket,"https://github.com/ops4j/org.ops4j.pax.wicket/tree/master/service/
",16,4,5,2,1,0
ops4j/org.ops4j.pax.wicket,"https://github.com/ops4j/org.ops4j.pax.wicket/tree/master/test/
",16,1,1,0,0,0
ops4j/org.ops4j.pax.wicket,"https://github.com/ops4j/org.ops4j.pax.wicket/tree/master/spi/blueprint/
",16,6,12,0,0,0
ops4j/org.ops4j.pax.wicket,"https://github.com/ops4j/org.ops4j.pax.wicket/tree/master/spi/springdm/
",16,8,17,2,1,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/common/configurable/
",62,6,43,0,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/common/key-util/
",62,1,13,0,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/common/service-loader/
",62,2,12,0,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/config/config/
",62,65,415,25,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/config/etcd/
",62,4,21,1,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/config/git/
",62,1,15,0,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/dbclient/jdbc/
",62,4,19,0,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/dbclient/mongodb/
",62,2,5,0,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/grpc/client/
",62,3,43,8,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/grpc/core/
",62,3,84,1,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/grpc/metrics/
",62,0,0,0,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/grpc/server/
",62,8,93,27,7,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/health/health-checks/
",62,4,7,2,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/jersey/common/
",62,1,5,5,5,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/media/multipart/
",62,13,104,0,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/metrics/prometheus/
",62,1,3,0,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/microprofile/jwt-auth/
",62,3,10,5,5,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/microprofile/security/
",62,1,1,0,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/security/security/
",62,15,53,1,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/security/util/
",62,1,14,0,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/tracing/jaeger/
",62,4,12,0,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/tracing/zipkin/
",62,2,9,0,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/webclient/webclient/
",62,5,17,0,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/webserver/access-log/
",62,2,5,5,3,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/webserver/static-content/
",62,2,16,15,9,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/webserver/webserver/
",62,55,267,19,11,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/examples/security/spi-examples/
",62,5,14,10,8,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/integrations/microstream/cache/
",62,2,10,5,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/integrations/microstream/health/
",62,1,3,1,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/integrations/microstream/metrics/
",62,1,3,0,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/messaging/connectors/aq/
",62,2,3,1,1,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/messaging/connectors/jms/
",62,1,6,0,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/microprofile/grpc/core/
",62,10,130,71,49,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/microprofile/grpc/metrics/
",62,0,0,0,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/microprofile/grpc/server/
",62,1,7,0,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/security/abac/policy-el/
",62,2,6,6,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/security/abac/policy/
",62,1,2,2,2,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/security/abac/role/
",62,1,16,16,6,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/security/abac/scope/
",62,1,4,4,4,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/security/abac/time/
",62,1,3,3,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/security/integration/grpc/
",62,1,19,8,2,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/security/integration/jersey/
",62,7,22,6,5,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/security/integration/webserver/
",62,6,12,1,1,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/security/providers/abac/
",62,2,4,4,4,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/security/providers/common/
",62,3,18,0,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/security/providers/google-login/
",62,1,6,2,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/security/providers/header/
",62,3,9,8,3,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/security/providers/http-auth/
",62,6,40,1,1,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/security/providers/http-sign/
",62,5,19,4,4,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/security/providers/idcs-mapper/
",62,1,1,1,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/security/providers/jwt/
",62,1,6,6,5,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/security/providers/oidc-common/
",62,4,5,0,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/security/providers/oidc/
",62,1,10,2,2,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/tests/integration/kafka/
",62,7,26,0,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/tests/integration/mp-graphql/
",62,0,0,0,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/tests/integration/mp-grpc/
",62,5,45,0,0,0
oracle/helidon,"https://github.com/oracle/helidon/tree/master/tracing/tests/it-tracing-client-zipkin/
",62,2,4,0,0,0
oracle/oci-java-sdk,"https://github.com/oracle/oci-java-sdk/tree/master/bmc-circuitbreaker/
",20,2,14,2,0,0
oracle/opengrok,"https://github.com/oracle/opengrok/tree/master/opengrok-indexer/
",97,201,788,5,0,0
oracle/opengrok,"https://github.com/oracle/opengrok/tree/master/opengrok-web/
",97,27,202,7,3,0
oracle/opengrok,"https://github.com/oracle/opengrok/tree/master/plugins/
",97,16,59,8,1,0
orange-opensource/fiware-cepheus,"https://github.com/orange-opensource/fiware-cepheus/tree/master/cepheus-broker/
",10,9,143,57,23,0
orange-opensource/fiware-cepheus,"https://github.com/orange-opensource/fiware-cepheus/tree/master/cepheus-cep/
",10,17,108,35,11,5
orienteerbap/orienteer,"https://github.com/orienteerbap/orienteer/tree/master/orienteer-core/
",11,22,51,0,0,0
oskariorg/oskari-server,"https://github.com/oskariorg/oskari-server/tree/master/control-admin/
",31,8,22,4,0,0
oskariorg/oskari-server,"https://github.com/oskariorg/oskari-server/tree/master/control-routing/
",31,1,1,0,0,0
oskariorg/oskari-server,"https://github.com/oskariorg/oskari-server/tree/master/control-statistics/
",31,2,2,0,0,0
oskariorg/oskari-server,"https://github.com/oskariorg/oskari-server/tree/master/service-base/
",31,18,91,2,0,0
oskariorg/oskari-server,"https://github.com/oskariorg/oskari-server/tree/master/service-control/
",31,3,10,1,0,0
oskariorg/oskari-server,"https://github.com/oskariorg/oskari-server/tree/master/service-statistics-common/
",31,4,12,0,0,0
oskariorg/oskari-server,"https://github.com/oskariorg/oskari-server/tree/master/service-statistics-pxweb/
",31,2,12,0,0,0
oskariorg/oskari-server,"https://github.com/oskariorg/oskari-server/tree/master/service-statistics-sotka/
",31,2,2,0,0,0
oskariorg/oskari-server,"https://github.com/oskariorg/oskari-server/tree/master/service-statistics-unsd/
",31,2,10,0,0,0
oskariorg/oskari-server,"https://github.com/oskariorg/oskari-server/tree/master/service-statistics/
",31,0,0,0,0,0
owasp/www-project-csrfguard,"https://github.com/owasp/www-project-csrfguard/tree/master/csrfguard/
",30,4,18,0,0,0
